temp,pressure,humidity
15.8,999.4,77.4
15.8,1001.4,73.1
16.6,1010.9,77.9
17.5,1011.3166666666665,77.6
18.3,1009.7,76.23333333333333
18.1,1013.1,77.2
17.6,1011.2,80.29444444444445
17.7,1009.8,83.9
17.4,1007.4,86.4
18.316666666666666,1005.6,81.5
19.3,1006.3,79.3
19.2,1006.7,83.1
17.8,1008.0666666666667,84.3
16.9,1009.6,85.6
18.1,1010.5,81.5
17.2,1009.2499999999998,83.8
16.7,1008.3833333333332,80.0
16.6,1007.7,78.3
16.71666666666667,1007.0,78.25
16.8,1008.1333333333332,78.2
16.6,1007.9,76.5
15.9,1003.1,83.4
16.1,1004.2,84.83333333333333
15.1,1005.45,84.8
14.7,1006.5,89.14444444444443
12.633333333333333,1007.0,87.3
11.3,1007.0333333333333,68.7
13.1,1005.8,70.0
18.4,1002.5,56.7
20.4,1002.2,66.4
19.8,1001.7,68.2
19.7,1002.1,56.383333333333326
20.4,1003.0,49.8
19.516666666666662,1005.9,57.45277777777777
18.94444444444444,1004.2,63.518518518518505
18.4,1006.9,67.3
17.6,1005.8,68.1
19.0,1001.9,54.4
16.3,999.9,79.5
16.6,1006.5,74.0
15.6,1008.3666666666666,79.1
15.8,1008.3,86.3
15.7,1009.1,78.5
15.6,1011.8,76.2
15.0,1009.3,75.5
14.2,1006.3,72.2
13.4,1005.9,79.0
14.3,1007.4,75.8
14.3,1007.2,82.7
14.0,1000.3,79.6
14.8,995.3,77.4
12.0,1000.8,87.0
13.5,999.7333333333331,78.4
15.5,997.8,71.0
12.849999999999998,1000.7,76.3
9.3,1009.5,82.6
8.6,1009.75,66.9
10.2,1008.4,75.1
7.2,1012.4,89.8
6.7,1017.1,84.0
6.7,1014.7,75.7
7.6,1007.8,63.7
8.9,1006.1,78.1
9.133333333333335,1005.0,77.3
8.9,1001.8,66.2
8.8,1001.4,72.7
10.7,995.8,82.0
12.3,992.8,82.5
13.6,991.7,66.6
11.2,1005.4,80.0
9.5,1014.1,76.93333333333334
11.1,1013.9,72.4388888888889
11.7,1015.4,69.4
11.8,1017.0,70.7
11.6,1011.8,67.1
14.3,1004.2,65.2
17.2,991.4166666666667,56.6
15.3,985.7,57.6
10.4,991.5472222222222,83.4
8.9,995.3648148148147,80.3
8.4,999.3,82.73333333333332
6.5,1005.5,84.30555555555554
4.9,1005.4,86.2
5.550000000000001,1008.7,89.6
6.7,1008.3,91.75
6.6,1011.2,88.8
6.3,1011.0,76.9
5.0,1014.3,85.5
5.6,1012.0,79.39999999999999
7.0,1005.5,72.6
5.6,1002.5,79.1
6.0,1001.2,92.2
5.8,1003.6,90.1
5.0,1012.3,80.4
4.7,1014.3,81.1
4.5,1012.8,78.8
7.4,1011.7,64.0
7.2,1014.9,84.5
6.9,1015.6,83.7
5.9,1014.2,83.5
6.833333333333332,1017.1,83.6
7.8,1014.8,76.3
7.894444444444445,1013.7,77.1
6.9,1013.3,80.0
4.6,1011.5,85.3
4.8,1020.8,84.3
3.7,1026.3,77.0
3.8,1018.0,79.8
4.066666666666666,1014.3,72.21666666666667
5.0,1020.2,63.3
7.1,1015.0,62.1
10.1,1013.5,65.4
12.1,1007.7,56.6
9.1,1002.3,88.5
10.7,1000.4,77.3
8.016666666666666,1002.4,84.8
6.4,1007.0,71.4
11.2,1008.9333333333332,67.2
12.1,1006.4,67.9
13.0,1004.0777777777778,73.4
13.1,997.6,81.5
13.7,982.6,70.5
5.2,995.8,86.6
1.8833333333333333,1005.4,73.6
0.7055555555555553,1015.5,76.7
1.4,1020.9,70.44999999999999
3.7,1014.0,64.2
10.3,1000.0,67.3
8.3,1004.7,79.0
8.016666666666666,1012.9,64.8
8.5,1010.1,57.0
8.8,1008.8,84.5
7.5,1017.4,79.0
6.8,1016.2,76.3
7.4,1008.9,73.9
7.9,1006.8,85.23333333333333
7.1,1002.2,90.7
6.5,1005.1,81.69444444444444
5.416666666666666,1012.0,70.7
5.8,1012.8,70.2
9.6,1003.6,66.7
8.9,1007.4,58.2
14.2,1000.7166666666666,55.3
14.9,994.5,58.6
9.9,999.7,68.7
8.1,1002.5666666666666,82.5
7.4,1004.3777777777777,74.9
11.3,1003.7,61.683333333333344
15.8,1001.9370370370369,53.1
15.1,999.1,59.4
13.0,995.2,73.1
11.0,998.6,79.4
15.1,1001.9,56.3
18.2,1004.5,46.3
15.2,997.6,57.6
10.0,996.3,69.96666666666665
12.0,1005.7,78.3
12.3,1007.5,77.65555555555555
10.6,1001.5,77.5
9.3,1003.1,87.3
7.7,1006.8,86.0
5.7,1016.8,66.9
5.7,1017.6333333333332,55.0
4.4,1013.8,62.71666666666666
6.6,1011.761111111111,72.1
7.4,1009.8,69.98055555555555
9.1,1006.2,65.2
9.3,1003.4,66.6
8.6,1004.4,90.7
7.6,1005.1,92.4
7.5166666666666675,1009.5,88.86666666666667
8.0,1007.5,85.1
8.7,1002.4,86.1
8.3,998.6999999999999,87.0
8.7,997.5,92.3
11.8,999.9,72.9
8.7,1002.4,79.23333333333333
7.1,1004.2,90.0
7.9,999.2,88.24444444444445
7.2,1004.4,83.9
8.333333333333332,1004.9,86.9
9.6,1006.4,92.2
9.661111111111111,1009.1,78.8
9.3,1013.2,63.3
9.3,1011.4,67.5
9.95,1007.6,71.8
9.9,1007.1666666666666,62.3
7.8,1005.6,68.7
18.8,998.4,63.8
19.799999999999997,995.7,58.7
16.2,993.0,79.7
13.4,997.4833333333333,93.5
14.1,1002.0,87.8
16.4,999.4,71.2
12.3,1002.5,75.8
13.7,1006.7,71.0
15.0,1006.4,53.9
17.8,1004.5,48.78333333333333
22.1,1002.6,47.0
24.0,1004.5666666666667,39.9
17.5,1006.8,77.5
18.8,1005.7,68.83333333333333
25.6,1005.5666666666668,50.1
24.5,1006.1,57.5
23.5,1007.0,63.8
20.9,1008.3,75.5
22.6,1005.8,82.14999999999999
22.4,997.7,85.33333333333333
18.1,995.6,84.9
13.2,1005.5,80.7
11.8,1011.0,79.4
12.983333333333334,1011.5,66.1
14.7,1008.8,79.1
14.9,1007.0,77.3
13.4,1005.4833333333331,88.2
14.5,1004.3,79.1
15.7,1003.5,78.4
18.1,1001.4166666666666,63.4
19.9,1000.611111111111,68.85000000000001
17.1,999.6,78.0
18.033333333333335,996.9,74.1
18.522222222222222,997.8,77.1
19.9,1000.4,61.6
23.5,1002.2,46.2
25.2,999.1,52.9
23.1,996.8,57.5
23.15,997.7,60.2
23.65,997.8,58.4
23.9,996.4,64.28333333333335
23.70833333333333,995.6,68.2
23.2,995.2166666666666,60.5
22.681944444444444,995.1,65.0
22.5,995.1,71.0
23.0,996.3,72.85000000000001
24.316666666666663,996.5,71.9
24.6,995.5,69.5
22.0,996.9,79.7
21.6,998.8,79.3
22.53333333333333,998.0,70.3
23.4,994.7,68.9
22.8,999.8499999999999,70.7
22.4,1003.8333333333333,72.7
23.2,1005.8305555555555,70.1
23.6,1006.1,74.8
23.56666666666667,1004.9,80.7
23.6,1004.1,74.5
24.2,1002.0,69.5
23.8,998.6,72.6
24.4,998.0,65.5
26.4,998.7666666666667,66.3
26.0,999.2,72.36666666666666
26.083333333333332,997.6,77.8
26.3,999.0,76.7
26.3,997.7,76.18333333333334
26.866666666666664,993.3,75.8
26.3,991.6,76.46944444444443
24.288888888888884,1001.6,75.1
22.9,1005.5,71.23842592592592
23.235185185185184,1004.6,68.6
24.2,1002.1,70.9
24.7,999.6,72.33333333333333
20.9,1001.0,72.90555555555555
22.0,1002.9,73.99814814814815
20.4,1003.0,73.0
22.1,1000.5,67.3
22.2,999.3,72.5
24.1,998.3,70.9
24.6,998.3,75.4
24.2,1000.8,77.7
23.8,1002.7999999999998,75.8
24.3,1002.9,71.8
25.7,999.7,69.3
25.049999999999997,998.7,69.68333333333334
24.2,998.1,71.0
25.0,998.5,71.3
25.4,1000.6,74.4
25.6,1001.6,75.9
26.7,1002.8,61.2
26.65,1002.2333333333333,71.2
26.1,1000.8,75.43333333333334
25.7,999.661111111111,73.1
25.1,999.4,66.27777777777777
24.4,1000.6,63.4
24.2,998.3,72.9
24.416666666666668,997.8,67.9
25.1,999.2,74.1
26.3,997.9,73.7
26.53333333333333,995.6,79.0
26.3,995.7,77.5
26.1,998.9666666666665,68.9
25.8,1002.1,68.2
26.2,1001.8,63.6
25.8,1002.8,68.7
24.6,1002.8,65.3
24.1,1001.4,61.3
23.6,1000.6,64.6
23.1,999.7499999999999,63.0
23.1,998.2,66.0
24.0,995.3,70.0
22.7,996.8,71.4
23.6,1001.4,73.43333333333334
24.5,1002.9,75.5
24.0,1000.6,77.0
24.8,998.5,72.9
24.4,998.6,70.48333333333333
24.3,999.8166666666667,68.3
24.4,1000.7,64.9
25.0,999.8,61.9
26.2,1000.1,59.3
26.1,1000.8,73.2
24.7,999.9,73.4
25.1,1001.3000000000001,71.9
24.9,1002.0999999999999,75.3
25.4,1003.0,77.2
23.6,1004.3666666666666,77.1
22.4,1004.7,69.3
22.4,1002.5,71.6
23.8,1003.5,71.9
23.8,1007.2,77.8
24.1,1009.0,73.9
23.733333333333334,1006.2499999999999,71.2
23.5,1003.6333333333331,76.8
24.2,1002.9,75.8
24.2,1005.8,82.2
24.7,1008.3,74.6
24.5,1007.8833333333334,69.3
23.8,1005.6,73.1
23.6,1002.5,77.73333333333333
23.0,1003.9,77.2
21.266666666666662,1007.1,65.5
20.2,1004.7,73.5
21.6,1005.4666666666666,72.5
21.2,1006.3,71.8
22.0,1004.1,72.9
23.4,1001.0,61.9
25.45,998.5,65.8
26.4,992.6,50.0
24.5,998.8,56.9
24.3,1005.1,53.6
22.8,999.5,74.0
19.4,998.1,67.34999999999998
19.8,998.3,59.51666666666664
20.4,1003.0,56.05277777777776
21.4,1005.8,53.9
23.1,1005.7,51.107870370370364
25.8,1005.2,50.0
26.5,1002.8,52.9
25.9,1002.0,61.3
22.1,1002.3166666666666,71.6
18.1,1003.4,83.7
17.916666666666664,1004.7972222222222,83.3
19.4,1004.9,76.3
20.4,1002.1,72.33333333333333
21.9,998.1,69.5
21.2,1002.3833333333334,67.22777777777777
20.5,1006.9,67.81851851851853
20.8,1003.6,65.9
19.78333333333334,1000.7,56.1
17.8,1003.9,90.6
15.2,1010.6,83.1
15.7,1011.1,87.3
17.316666666666666,1011.1166666666666,81.8
18.5,1010.5,82.7
17.7,1009.1,88.2
18.88333333333333,1005.0500000000002,92.2
20.0,1001.6,77.1
19.0,1002.0,80.51666666666665
17.4,1003.0,88.3
19.6,1002.9,86.3
16.0,1005.6,88.0
15.4,1005.0,87.3
13.2,1006.9,76.3
12.4,1008.4,72.6
11.5,1010.7,74.0
12.4,1008.2,80.0
13.7,1007.8,87.2
14.5,1010.5,89.5
14.8,1014.0,87.41666666666667
12.4,1016.8333333333333,86.8
11.7,1016.6,93.5
14.8,1010.9,83.7
14.7,1012.6,83.11666666666666
14.1,1014.2,83.8
13.7,1013.7,77.8
13.6,1012.1,77.9
12.8,1011.5,83.8
11.7,1011.8,84.1
11.1,1010.4,82.81666666666666
11.1,1012.5,82.9
11.0,1013.2833333333333,87.3
11.9,1011.3,79.19999999999999
10.8,1005.1,74.5
9.9,1011.7,89.1
9.2,1018.3,88.1
9.0,1016.1499999999999,86.46666666666665
8.3,1011.9,82.3
10.5,1012.2,73.7
9.3,1011.7666666666667,76.8
9.9,1010.5,72.7
10.149999999999999,1008.3,68.8
10.716666666666665,1007.3,57.5
10.2,1005.2,69.5
7.2,1008.4,88.5
8.066666666666666,1010.2,88.91666666666667
10.1,1009.2,85.06111111111112
10.6,1005.1,83.0
10.1,1006.2,86.55648148148147
11.5,1007.5,88.8
11.883333333333331,1003.0,82.8
11.7,1002.0,84.7
11.4,1006.6,67.51666666666668
15.0,1002.1,55.7
13.6,998.2,61.513888888888886
12.3,995.8500000000001,73.7
13.7,993.3166666666667,81.0
12.9,994.8,94.4
9.9,1004.5,95.1
9.0,1012.8,93.3
9.2,1014.0,92.1
9.0,1015.0,85.2
8.5,1016.5,81.9
7.8,1016.35,86.8
7.6,1015.5,83.2
6.3,1014.9,83.3
5.9,1012.3,78.24999999999999
10.6,1008.3,72.0
12.7,1005.4166666666667,68.5
15.0,1004.6,70.08333333333333
14.1,1006.8,71.2
12.8,1002.9,66.3
13.2,1005.0,62.5
13.6,1006.6,59.91666666666666
13.4,1005.0166666666667,63.4
12.0,1004.9,77.8
11.25,1010.9,71.4
11.4,1009.8,66.0
12.7,1005.4,58.3
11.716666666666665,1002.8,67.3
10.8,1002.2166666666667,70.0
12.3,1002.2277777777778,63.150000000000006
14.9,1002.5,61.9
11.116666666666667,1002.6453703703702,81.4
8.4,1004.0135802469135,95.9
14.2,1002.7,94.61666666666667
14.1,998.0977366255145,91.86111111111111
7.0,994.8,88.5
4.3999999999999995,997.4,85.4
3.1,1001.3,80.0
1.5999999999999999,997.6,84.5
-0.1,980.4,87.41666666666666
-2.0,1008.9,84.6
-1.9,1012.2,79.81388888888888
2.3499999999999996,1014.833333333333,71.9
7.6,1015.3,59.7
10.7,1012.1,60.0
12.1,1006.2,59.0
12.4,999.8,61.9
12.7,996.0,68.2
12.3,995.6,77.4
6.6,989.0,83.0
4.883333333333333,999.9,76.7
5.9,1000.2,63.0
8.4,990.6,77.3
10.1,997.3,73.3
15.8,996.2,46.8
13.1,1002.5,57.89999999999999
12.7,1005.3,77.8
12.0,1004.4,77.7
12.383333333333335,1008.4,78.9
12.122222222222224,1004.9,77.4
13.0,1002.9,59.83333333333333
16.8,1000.75,47.8
16.2,999.7,62.9
17.599999999999998,1001.0,58.06666666666666
15.5,998.4,57.1
4.4,1004.3,83.8
0.8,1014.5,70.1
-0.3,1010.7,98.5
0.6,1011.5,93.88333333333333
-0.2,1010.0,86.07222222222221
0.0,1008.7,81.63425925925925
2.7,1007.8,81.4608024691358
2.8,1016.4,79.8
2.1,1017.0,70.9
4.0,1018.7,71.3
4.8,1019.1,76.0
5.15,1018.8,74.5
5.9,1020.9,87.6
7.075,1021.4,84.58333333333333
7.9,1016.3,77.8
7.6,1014.1333333333332,79.6
7.5,1014.5,77.3
5.8,1015.7944444444445,74.7
5.7,1017.0,84.9
5.3,1017.1,81.9
5.8,1012.4,73.8
10.2,1005.8,68.18333333333334
8.366666666666664,1009.2,69.0
5.0,1008.8,80.2
4.8,1007.0,73.83333333333333
7.9,1006.2,68.5
8.6,1001.4,78.22777777777777
6.983333333333333,1002.2,82.8
5.9,1009.6,62.0
8.2,1006.0,65.7
11.2,1002.3,62.1
13.4,992.6,61.6
9.8,988.6,73.6
7.1,991.7,82.5
6.9,999.6,80.3
7.3,1002.8,80.1
7.3,1005.8,87.7
6.2,1001.4,93.8
9.0,989.6,86.9
5.9,995.8,88.8
3.6,999.1,76.5
3.5,1005.9,72.3
5.949999999999999,1011.9999999999999,67.2
8.8,1016.0,61.38333333333334
9.9,1016.5,59.1
8.583333333333332,1017.5,64.6
7.555555555555554,1013.5,83.3
6.9,1010.3,85.5
6.7,1006.2,81.46666666666667
9.5,1003.3,72.3
12.2,1001.5,59.1
12.4,1000.6,77.5
7.7,1002.0,79.71666666666667
13.5,995.2,79.5
15.6,994.7,87.41388888888888
6.1,1004.25,90.6
5.6,1014.0,76.2
5.666666666666666,1014.1,70.78333333333333
6.9,1014.2333333333332,68.1
9.9,1011.4,61.9
13.2,1006.1777777777777,52.6
15.5,1002.6,62.78333333333333
11.6,1004.7,76.2
10.4,1006.8,76.6
10.9,1004.3,76.8
11.1,1002.2,89.5
11.766666666666667,1000.0833333333333,92.4
12.8,1000.6,74.9
13.255555555555555,1006.4,68.2
14.1,1010.2,65.8
16.3,1008.2,58.9
13.8,1008.3,82.1
9.9,1004.8,89.8
12.0,1005.5,68.0
14.3,1003.2333333333332,56.7
16.2,1001.2,65.1
15.0,1002.6,78.1
18.2,1004.3,66.2
22.7,1003.1,52.0
24.5,999.5,48.4
22.9,1001.9333333333332,50.8
18.3,1004.2,70.2
18.3,1000.1,64.5
18.5,1000.9,69.2
21.9,1002.4,55.4
18.0,1002.2,72.9
13.8,1012.2,70.6
12.566666666666666,1010.8,64.3
13.3,1005.9,63.5
15.0,999.3,59.6
18.4,996.5,46.3
21.4,999.7,49.1
21.1,998.4666666666667,53.1
19.3,996.5,68.8
19.4,997.5,69.3
19.4,998.0,69.2
20.9,1001.1,53.7
21.4,995.3,54.8
18.166666666666668,998.6,86.8
15.8,1006.7,79.1
18.9,1007.0,62.5
20.6,1008.1,61.56666666666668
20.0,1008.1,68.4
18.6,1004.3166666666666,75.1
17.9,999.9,81.0
18.5,998.0,78.9
17.7,1002.0,81.8
17.566666666666666,1002.5,73.0
17.3,999.4,75.6
16.1,1001.1000000000001,81.2
14.3,1005.0,81.4
15.0,1008.5,82.8
17.0,1010.3,75.2
17.6,1009.0,65.53333333333333
19.900000000000006,1005.6,58.1
21.6,1004.3,57.2
20.4,1002.8,70.0
20.5,1000.6166666666666,75.31666666666666
21.099999999999998,999.4,75.6
21.7,1000.8,75.06388888888887
21.8,1001.8,73.3
21.6,1000.4,69.9
17.2,1000.4666666666666,88.4
17.4,1000.3,76.3
16.7,998.2,91.5
18.533333333333335,1004.5,83.4
19.805555555555557,1002.8,80.2
20.6,1000.2,79.41666666666667
21.0,999.4,80.24444444444444
21.7,999.9,79.7
22.9,1001.0,74.8
23.1,1002.7,77.4
24.616666666666667,1004.3,78.1
25.9,1001.9,73.3
25.4,1000.5,75.8
25.5,1001.4,75.8
25.0,1001.8499999999999,79.6
24.9,1002.8833333333333,76.8
25.1,1002.0,69.28333333333333
26.6,999.2027777777777,66.1
25.9,997.2351851851851,76.3
25.083333333333332,996.7,84.2
25.105555555555554,998.2,75.4
24.5,996.8,68.2
21.8,997.1,88.7
22.066666666666666,1001.7,85.9
23.6,1005.0,85.8
24.33888888888889,1004.5,80.81666666666666
24.7,1001.3,77.3
25.1,999.6,79.81388888888887
25.1,1000.15,81.6
25.4,1001.3,75.9
25.1,1001.4,80.2
26.0,1000.1,76.8
26.6,997.2,74.6
26.9,993.5,82.7
27.1,992.3,81.5
27.3,994.3,81.6
27.216666666666665,997.0,68.9
26.3,999.3,73.5
24.0,1000.8833333333332,70.7
23.2,1001.5,71.5
24.166666666666664,1000.9,72.5
24.92777777777777,1002.5,70.3
25.4,1005.3,74.2
25.5,1006.5,79.1
26.7,1004.8,74.1
27.5,1001.7,63.7
28.2,999.0,50.3
29.1,997.6,55.7
28.3,998.0166666666664,52.233333333333334
29.2,999.2,49.6
29.3,1000.1,57.5
28.3,1002.5,75.7
29.2,999.6,59.3
30.5,996.2833333333333,43.5
26.4,996.3,63.4
25.2,1003.4,65.5
24.6,1005.2,65.0
25.6,1004.0,61.0
26.0,1002.1,65.5
25.7,1004.5,70.6
25.166666666666664,1008.0,65.43333333333334
24.6,1007.6,60.6
24.2,1005.0,61.827777777777776
24.78333333333333,1002.2666666666667,66.7
25.5,999.7,72.8
25.5,997.6,76.3
24.1,999.7,80.3
23.6,1003.3,62.8
23.1,1003.9,66.3
24.0,1003.9,72.9
24.48333333333333,1003.1,73.4
24.8,1001.3,79.80000000000001
25.2,1000.0,79.2
26.566666666666663,999.3,67.78333333333333
27.761111111111106,998.1,58.7
27.8,997.4,65.1
25.7,994.5,82.6
25.0,997.7499999999999,81.1
25.1,1001.8,71.8
24.6,1001.3,65.9
22.8,1004.6,59.0
19.7,1007.7,71.0
20.366666666666664,1004.0,70.46666666666667
21.9,1003.6,65.2
21.4,1005.6833333333332,62.838888888888896
20.0,1007.672222222222,63.0
20.1,1007.9,65.3
20.8,1004.7,74.6
19.5,1004.2,85.8
19.7,1004.2,81.3
19.9,1001.5,72.7
21.0,1000.5,75.5
21.1,1001.8666666666666,77.9
21.9,1004.0,76.8
22.0,1005.3,79.3
24.016666666666666,1003.9,56.2
25.6,1002.6833333333334,57.61666666666666
24.4,1001.6,65.1
26.0,1000.6,60.2
21.1,1006.1,70.5
