Month,max temp,temp,min temp,max dew,dew,min dew,max humidity,humidity,min humidity,max wind speed,wind speed,min wind speed,max pressure,pressure,min pressure,Unnamed: 16
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,7.0,4.2,1.0,1.0,-0.7,-3.0,93.0,71.6,49.0,30.0,16.0,0.0,1012.5,1009.5,1005.6,
2.0,6.0,5.1,4.0,4.0,1.9,0.0,93.0,80.4,70.0,17.0,10.7,6.0,1005.6,1000.5,998.7,
3.0,6.0,,4.0,4.0,3.0,2.0,93.0,89.2,81.0,37.0,15.4,0.0,1001.6,998.4,991.8,
4.0,6.0,3.5,2.0,4.0,1.0,-1.0,93.0,83.9,75.0,37.0,20.7,7.0,1011.5,,990.8,
5.0,3.0,2.6,2.0,2.0,1.2,-1.0,100.0,90.8,81.0,31.0,23.5,15.0,1010.5,1003.2,999.7,
6.0,4.0,2.6,2.0,2.0,-0.2,-3.0,100.0,82.4,70.0,28.0,15.1,4.0,1001.6,998.2,996.7,
7.0,3.0,1.2,0.0,0.0,-1.9,-4.0,100.0,80.9,65.0,22.0,13.9,2.0,1009.5,1005.5,1001.6,
8.0,2.0,0.0,-3.0,-1.0,-2.9,-5.0,93.0,81.0,69.0,31.0,18.9,0.0,1008.6,1006.8,1005.6,
9.0,6.0,2.4,-3.0,-2.0,-4.2,-6.0,86.0,63.1,49.0,31.0,18.3,0.0,1005.6,,999.7,
10.0,14.0,10.5,6.0,4.0,0.2,-4.0,54.0,49.6,46.0,43.0,30.1,13.0,999.7,997.9,996.7,
11.0,14.0,9.7,5.0,8.0,6.0,3.0,100.0,79.5,48.0,30.0,17.2,0.0,1005.6,1002.4,999.7,
12.0,5.0,3.8,3.0,4.0,3.0,2.0,100.0,94.5,87.0,30.0,23.6,20.0,1005.6,1002.1,999.7,
13.0,4.0,2.9,2.0,3.0,0.2,-1.0,100.0,82.6,70.0,28.0,18.2,7.0,1000.6,,996.7,
14.0,8.0,5.7,3.0,4.0,2.1,0.0,93.0,78.3,66.0,26.0,11.0,0.0,996.7,991.9,989.8,
15.0,7.0,4.1,1.0,5.0,2.3,-1.0,93.0,88.1,76.0,37.0,19.0,0.0,997.7,,988.8,
16.0,5.0,3.1,1.0,-1.0,-3.6,-6.0,75.0,,49.0,37.0,17.3,7.0,1006.6,1003.3,998.7,
17.0,10.0,6.5,4.0,2.0,0.5,-2.0,81.0,66.4,50.0,22.0,11.7,0.0,1009.5,1008.3,1006.6,
18.0,12.0,7.7,3.0,2.0,0.6,0.0,87.0,62.5,44.0,20.0,8.8,0.0,1008.6,1007.5,1006.6,
19.0,14.0,9.2,6.0,7.0,3.9,1.0,100.0,71.2,54.0,19.0,8.9,0.0,1009.5,1008.3,1006.6,
20.0,14.0,9.2,5.0,6.0,4.2,3.0,100.0,73.8,48.0,17.0,6.8,0.0,1009.5,1007.1,1004.6,
21.0,12.0,8.1,5.0,7.0,4.1,3.0,93.0,76.7,62.0,33.0,14.7,0.0,1009.5,1006.0,1003.6,
22.0,10.0,6.6,5.0,4.0,3.4,3.0,93.0,80.7,66.0,24.0,15.5,7.0,1009.5,1006.4,1001.6,
23.0,14.0,,6.0,8.0,5.1,2.0,93.0,72.4,51.0,30.0,11.0,0.0,1001.6,997.6,994.7,
24.0,15.0,,10.0,8.0,4.0,1.0,87.0,57.6,39.0,31.0,17.0,2.0,993.7,,986.8,
25.0,15.0,,7.0,7.0,4.9,3.0,93.0,,45.0,26.0,10.6,0.0,995.7,994.3,991.8,
26.0,15.0,,8.0,7.0,4.5,3.0,93.0,61.5,45.0,31.0,13.4,2.0,991.8,990.1,988.8,
27.0,8.0,6.1,6.0,7.0,5.2,5.0,100.0,,93.0,30.0,18.7,9.0,998.7,996.2,991.8,
28.0,14.0,8.2,5.0,7.0,5.1,4.0,100.0,82.6,55.0,15.0,8.1,0.0,998.7,998.3,997.7,
29.0,17.0,13.4,10.0,5.0,4.0,3.0,62.0,53.3,42.0,22.0,12.2,0.0,999.7,,997.7,
30.0,17.0,13.9,11.0,5.0,3.6,3.0,67.0,50.6,39.0,26.0,13.5,2.0,997.7,994.3,991.8,
31.0,15.0,11.8,9.0,8.0,5.3,3.0,93.0,65.3,45.0,30.0,13.0,0.0,995.7,994.4,992.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,11.0,8.9,7.0,7.0,4.9,2.0,93.0,76.2,58.0,39.0,18.8,4.0,1007.6,,994.7,
2.0,16.0,10.6,6.0,5.0,3.3,2.0,81.0,62.1,44.0,15.0,6.1,0.0,1008.6,1007.6,1006.6,
3.0,18.0,13.0,9.0,4.0,2.9,1.0,66.0,50.9,37.0,15.0,5.2,0.0,1008.6,,1007.6,
4.0,20.0,13.7,8.0,7.0,3.3,1.0,71.0,50.7,35.0,20.0,5.9,0.0,1010.5,1008.7,1007.6,
5.0,11.0,,6.0,8.0,5.6,2.0,100.0,82.5,54.0,39.0,21.1,9.0,1009.5,1008.0,1004.6,
6.0,9.0,7.8,7.0,7.0,6.4,6.0,100.0,91.1,82.0,33.0,19.6,2.0,1007.6,1005.0,1001.6,
7.0,7.0,,5.0,6.0,4.8,4.0,100.0,,87.0,28.0,20.7,11.0,1007.6,,1005.6,
8.0,7.0,6.1,5.0,6.0,4.9,4.0,100.0,91.9,87.0,24.0,16.4,7.0,1008.6,1006.0,1004.6,
9.0,6.0,5.2,4.0,5.0,3.4,2.0,100.0,88.1,81.0,28.0,20.2,13.0,1010.5,1009.1,1007.6,
10.0,9.0,5.2,2.0,3.0,1.9,1.0,93.0,80.2,57.0,15.0,8.3,0.0,1011.5,1010.4,1008.6,
11.0,13.0,,2.0,4.0,2.6,1.0,100.0,71.3,47.0,19.0,7.4,0.0,1008.6,,999.7,
12.0,18.0,,8.0,8.0,5.1,2.0,100.0,,40.0,43.0,14.0,2.0,1005.6,1000.4,997.7,
13.0,8.0,5.3,4.0,7.0,4.2,3.0,93.0,92.5,87.0,37.0,27.8,17.0,1013.5,1009.5,1005.6,
14.0,6.0,5.2,5.0,3.0,0.7,-2.0,87.0,73.5,61.0,41.0,28.8,15.0,1013.5,,1009.5,
15.0,8.0,5.0,3.0,4.0,1.9,-2.0,93.0,81.1,50.0,39.0,23.4,7.0,1013.5,1010.0,1007.6,
16.0,8.0,5.3,4.0,3.0,1.2,-1.0,93.0,75.7,53.0,35.0,23.3,11.0,1017.5,1015.2,1013.5,
17.0,10.0,6.0,4.0,2.0,0.5,-1.0,87.0,68.4,50.0,19.0,10.6,6.0,1016.5,,1012.5,
18.0,10.0,6.0,1.0,6.0,2.8,0.0,93.0,80.5,58.0,15.0,7.8,0.0,1013.5,,1011.5,
19.0,14.0,6.3,1.0,5.0,2.6,0.0,100.0,79.4,47.0,24.0,15.7,6.0,1012.5,1011.4,1009.5,
20.0,13.0,6.0,2.0,8.0,4.1,1.0,100.0,89.1,54.0,17.0,7.3,0.0,1009.5,,1006.6,
21.0,12.0,6.5,3.0,7.0,4.7,3.0,100.0,88.6,71.0,30.0,11.5,0.0,1012.5,,1007.6,
22.0,10.0,6.2,2.0,6.0,3.3,1.0,100.0,,66.0,22.0,9.1,0.0,1011.5,1006.6,1002.6,
23.0,7.0,2.7,0.0,5.0,1.6,0.0,100.0,92.5,81.0,43.0,32.7,11.0,1018.5,1011.5,1002.6,
24.0,2.0,0.8,0.0,1.0,0.4,0.0,100.0,96.9,93.0,33.0,27.7,22.0,1019.4,,1018.5,
25.0,6.0,4.4,2.0,4.0,3.1,1.0,100.0,91.2,81.0,33.0,26.2,19.0,1018.5,1016.0,1013.5,
26.0,9.0,5.5,2.0,3.0,1.2,-1.0,87.0,,54.0,24.0,13.1,2.0,1013.5,1006.7,1001.6,
27.0,6.0,,2.0,3.0,2.0,1.0,93.0,87.4,76.0,35.0,17.5,0.0,1005.6,1002.9,1000.6,
28.0,8.0,5.3,2.0,2.0,0.7,-2.0,93.0,73.6,53.0,30.0,15.2,2.0,1005.6,,999.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,14.0,10.6,8.0,5.0,2.7,0.0,67.0,58.5,51.0,41.0,28.3,9.0,999.7,997.6,996.7,
2.0,13.0,,6.0,6.0,5.0,4.0,93.0,72.6,54.0,33.0,21.9,11.0,1003.6,998.9,996.7,
3.0,9.0,5.5,2.0,4.0,-0.4,-3.0,87.0,67.5,43.0,26.0,21.2,13.0,1008.6,1006.3,1003.6,
4.0,10.0,4.3,-1.0,0.0,-1.9,-5.0,93.0,66.7,35.0,15.0,7.9,0.0,1007.6,,1003.6,
5.0,16.0,8.8,2.0,4.0,-0.3,-4.0,75.0,55.4,34.0,37.0,12.2,0.0,1004.6,1002.9,1001.6,
6.0,15.0,11.9,9.0,8.0,5.6,3.0,77.0,,54.0,22.0,12.9,0.0,1010.5,,1004.6,
7.0,18.0,11.2,4.0,6.0,1.9,-8.0,93.0,59.6,18.0,15.0,7.8,0.0,1014.5,,1011.5,
8.0,21.0,15.3,9.0,6.0,1.1,-2.0,63.0,39.5,26.0,17.0,6.5,0.0,1011.5,1010.3,1009.5,
9.0,18.0,14.2,11.0,9.0,6.3,4.0,77.0,60.2,42.0,31.0,11.5,0.0,1010.5,1009.5,1007.6,
10.0,17.0,13.8,11.0,9.0,7.7,6.0,82.0,67.2,52.0,35.0,18.2,0.0,1007.6,1006.7,1004.6,
11.0,20.0,15.5,12.0,7.0,5.2,3.0,72.0,52.5,35.0,26.0,13.0,2.0,1003.6,1000.6,997.7,
12.0,17.0,11.2,7.0,9.0,7.3,5.0,93.0,78.2,55.0,37.0,16.6,0.0,1000.6,997.6,995.7,
13.0,7.0,6.5,5.0,6.0,4.9,3.0,93.0,89.5,81.0,35.0,28.6,17.0,1004.6,1002.5,1000.6,
14.0,9.0,6.9,5.0,4.0,3.6,2.0,87.0,,71.0,20.0,14.6,6.0,1003.6,1001.0,998.7,
15.0,10.0,7.0,5.0,5.0,3.5,2.0,93.0,78.7,62.0,20.0,13.1,4.0,1000.6,997.6,996.7,
16.0,13.0,8.3,2.0,5.0,3.1,0.0,100.0,72.7,44.0,33.0,14.8,0.0,1003.6,1001.9,1000.6,
17.0,17.0,13.0,9.0,7.0,5.2,3.0,82.0,59.9,45.0,33.0,11.0,0.0,1006.6,1005.3,1001.6,
18.0,23.0,16.4,10.0,7.0,4.7,3.0,71.0,47.6,29.0,19.0,6.1,0.0,1005.6,1004.8,1003.6,
19.0,21.0,15.5,9.0,10.0,7.7,5.0,82.0,,35.0,20.0,7.9,0.0,1006.6,1005.2,1004.6,
20.0,13.0,9.4,6.0,8.0,6.3,4.0,100.0,,67.0,37.0,21.7,2.0,1015.5,1010.7,1006.6,
21.0,13.0,8.3,6.0,6.0,4.7,4.0,93.0,78.8,58.0,35.0,22.1,11.0,1018.5,1017.1,1015.5,
22.0,13.0,7.3,2.0,4.0,0.6,-3.0,100.0,68.4,33.0,30.0,16.1,7.0,1018.5,1016.5,1013.5,
23.0,16.0,8.4,4.0,5.0,0.3,-4.0,81.0,58.6,35.0,35.0,15.9,2.0,1013.5,,1009.5,
24.0,11.0,6.4,1.0,1.0,-1.6,-4.0,87.0,59.5,35.0,30.0,15.4,6.0,1011.5,1009.9,1007.6,
25.0,15.0,8.0,1.0,4.0,1.1,-1.0,93.0,64.7,36.0,15.0,7.9,0.0,1008.6,1003.5,998.7,
26.0,19.0,10.0,3.0,6.0,2.0,-3.0,87.0,62.4,23.0,30.0,14.8,0.0,1003.6,999.7,998.7,
27.0,12.0,,7.0,6.0,5.3,4.0,93.0,79.5,58.0,24.0,16.2,7.0,1013.5,1009.0,1004.6,
28.0,12.0,7.8,5.0,5.0,1.0,-3.0,93.0,65.3,35.0,39.0,25.6,15.0,1015.5,1014.0,1012.5,
29.0,11.0,6.1,3.0,-1.0,-2.6,-4.0,75.0,55.2,40.0,46.0,29.3,13.0,1014.5,1012.2,1010.5,
30.0,10.0,7.1,4.0,1.0,-1.2,-4.0,70.0,56.5,40.0,48.0,33.1,13.0,1011.5,1008.5,1006.6,
31.0,11.0,8.1,6.0,5.0,2.1,0.0,87.0,66.6,50.0,46.0,32.7,15.0,1005.6,1003.0,1001.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,14.0,8.5,4.0,7.0,4.3,3.0,100.0,76.6,48.0,22.0,11.4,2.0,1003.6,1002.1,1001.6,
2.0,13.0,8.5,5.0,8.0,5.3,4.0,100.0,81.2,62.0,33.0,18.2,0.0,1009.5,1006.4,1003.6,
3.0,12.0,,5.0,5.0,3.5,2.0,87.0,70.0,51.0,31.0,20.9,9.0,1009.5,1007.3,1005.6,
4.0,13.0,9.1,7.0,5.0,4.0,1.0,87.0,71.5,50.0,28.0,19.3,11.0,1006.6,1005.3,1003.6,
5.0,18.0,9.7,2.0,7.0,4.7,2.0,100.0,73.9,42.0,28.0,15.1,6.0,1005.6,1003.5,1001.6,
6.0,15.0,9.7,7.0,7.0,6.5,6.0,93.0,,55.0,31.0,25.1,15.0,1001.6,,998.7,
7.0,20.0,12.9,8.0,11.0,8.3,7.0,100.0,75.3,49.0,19.0,9.4,0.0,1000.6,998.8,997.7,
8.0,23.0,16.0,13.0,13.0,11.2,9.0,94.0,75.2,46.0,30.0,8.8,0.0,998.7,995.0,988.8,
9.0,19.0,,11.0,11.0,8.7,4.0,94.0,72.8,37.0,33.0,12.0,0.0,992.7,990.2,987.8,
10.0,14.0,12.2,10.0,11.0,9.6,8.0,94.0,84.4,67.0,15.0,6.9,0.0,997.7,994.2,991.8,
11.0,17.0,13.2,11.0,12.0,10.1,8.0,94.0,82.2,67.0,17.0,8.9,0.0,1000.6,998.3,997.7,
12.0,17.0,14.6,11.0,11.0,9.5,7.0,88.0,71.7,59.0,24.0,11.1,0.0,1002.6,1001.8,1000.6,
13.0,18.0,14.4,11.0,12.0,10.8,10.0,94.0,80.2,59.0,24.0,9.4,0.0,1002.6,1001.1,999.7,
14.0,16.0,12.9,11.0,12.0,10.5,8.0,100.0,86.0,72.0,22.0,14.0,2.0,1001.6,,996.7,
15.0,12.0,9.9,8.0,9.0,7.5,6.0,94.0,85.0,72.0,28.0,17.7,6.0,1005.6,1003.5,1001.6,
16.0,13.0,9.6,7.0,6.0,2.7,-2.0,93.0,64.9,41.0,28.0,17.8,0.0,1006.6,1005.3,1004.6,
17.0,14.0,9.8,4.0,6.0,1.6,-1.0,87.0,58.5,38.0,19.0,10.5,0.0,1007.6,1005.7,1004.6,
18.0,12.0,9.0,6.0,8.0,6.3,4.0,93.0,83.9,67.0,26.0,14.8,7.0,1010.5,1009.2,1007.6,
19.0,12.0,8.9,7.0,7.0,3.1,-1.0,93.0,68.7,44.0,24.0,17.7,9.0,1012.5,,1009.5,
20.0,10.0,7.3,6.0,4.0,2.6,0.0,87.0,73.1,50.0,31.0,16.1,0.0,1013.5,1012.0,1010.5,
21.0,14.0,9.3,5.0,5.0,2.0,-3.0,93.0,63.6,33.0,22.0,13.6,4.0,1012.5,1011.9,1010.5,
22.0,15.0,,3.0,4.0,1.0,-3.0,93.0,59.5,31.0,26.0,12.6,4.0,1012.5,1011.4,1010.5,
23.0,19.0,11.8,6.0,5.0,2.0,-1.0,76.0,53.5,28.0,30.0,16.3,6.0,1014.5,1013.7,1011.5,
24.0,23.0,15.0,10.0,8.0,4.9,1.0,67.0,52.4,23.0,19.0,12.2,4.0,1015.5,1013.9,1012.5,
25.0,23.0,17.0,12.0,9.0,7.7,6.0,77.0,55.9,38.0,26.0,14.1,0.0,1012.5,1011.7,1010.5,
26.0,21.0,13.3,9.0,11.0,8.4,7.0,93.0,73.8,49.0,28.0,17.9,7.0,1009.5,1008.6,1007.6,
27.0,23.0,14.6,7.0,8.0,5.8,0.0,100.0,62.5,23.0,22.0,13.2,4.0,1007.6,,1000.6,
28.0,24.0,18.6,12.0,11.0,9.3,6.0,88.0,55.5,41.0,22.0,7.8,0.0,1001.6,1000.7,999.7,
29.0,27.0,20.6,14.0,12.0,10.1,7.0,82.0,54.1,28.0,17.0,7.7,0.0,1002.6,1000.6,998.7,
30.0,26.0,20.4,15.0,12.0,8.7,5.0,77.0,,29.0,26.0,12.7,2.0,999.7,998.7,996.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,22.0,,15.0,12.0,8.9,6.0,72.0,54.3,40.0,33.0,16.1,2.0,998.7,,996.7,
2.0,18.0,15.2,12.0,12.0,10.0,8.0,88.0,71.9,55.0,30.0,12.8,4.0,1000.6,998.7,997.7,
3.0,21.0,16.3,12.0,11.0,8.7,5.0,94.0,,35.0,19.0,8.8,0.0,1002.6,1001.4,1000.6,
4.0,25.0,19.1,13.0,10.0,7.3,5.0,68.0,48.4,29.0,31.0,10.6,0.0,1001.6,1000.2,998.7,
5.0,26.0,,16.0,15.0,11.5,8.0,78.0,60.9,34.0,24.0,10.0,0.0,1000.6,997.9,996.7,
6.0,25.0,20.8,16.0,14.0,10.7,7.0,82.0,54.9,34.0,28.0,13.5,0.0,996.7,995.1,992.7,
7.0,19.0,15.8,12.0,13.0,9.4,7.0,88.0,66.6,49.0,46.0,19.7,7.0,1001.6,997.2,994.7,
8.0,15.0,12.5,11.0,10.0,7.6,5.0,94.0,,51.0,20.0,10.2,0.0,1005.6,1003.7,1001.6,
9.0,18.0,14.2,11.0,9.0,5.6,2.0,82.0,58.3,37.0,17.0,7.1,0.0,1004.6,1002.1,998.7,
10.0,18.0,,13.0,13.0,9.7,7.0,94.0,70.6,52.0,19.0,5.1,0.0,1000.6,998.7,997.7,
11.0,19.0,15.8,13.0,13.0,11.6,9.0,94.0,76.6,56.0,24.0,9.8,0.0,1006.6,1003.1,1000.6,
12.0,24.0,17.5,10.0,12.0,9.6,8.0,94.0,,36.0,24.0,10.6,0.0,1007.6,1006.8,1005.6,
13.0,23.0,,13.0,13.0,10.8,7.0,88.0,,50.0,35.0,25.8,17.0,1006.6,1005.5,1004.6,
14.0,24.0,17.6,14.0,15.0,13.2,12.0,88.0,76.0,57.0,31.0,21.3,6.0,1005.6,1002.9,1000.6,
15.0,26.0,21.1,14.0,15.0,13.5,12.0,94.0,63.0,42.0,24.0,13.4,4.0,1000.6,999.3,997.7,
16.0,26.0,19.9,15.0,14.0,13.1,12.0,94.0,67.2,42.0,26.0,18.5,7.0,999.7,998.4,997.7,
17.0,22.0,17.1,14.0,15.0,13.4,12.0,100.0,,57.0,46.0,20.9,4.0,998.7,996.5,993.7,
18.0,21.0,17.3,13.0,15.0,13.6,12.0,94.0,79.7,64.0,22.0,8.5,0.0,998.7,997.0,994.7,
19.0,27.0,21.7,17.0,16.0,13.0,8.0,88.0,61.0,30.0,22.0,11.2,0.0,1000.6,,997.7,
20.0,28.0,23.8,19.0,13.0,12.2,10.0,64.0,48.8,35.0,24.0,8.9,0.0,1001.6,999.3,997.7,
21.0,31.0,23.9,19.0,15.0,11.7,8.0,73.0,48.9,24.0,20.0,10.2,0.0,1003.6,,999.7,
22.0,28.0,22.7,17.0,14.0,12.0,10.0,77.0,52.6,34.0,22.0,10.4,0.0,1003.6,1002.3,1001.6,
23.0,26.0,22.1,20.0,16.0,13.1,11.0,73.0,57.0,42.0,24.0,10.8,0.0,1001.6,1000.1,997.7,
24.0,22.0,17.9,14.0,16.0,14.1,12.0,100.0,,60.0,80.0,19.5,0.0,998.7,996.8,993.7,
25.0,23.0,18.9,15.0,16.0,13.9,11.0,94.0,74.3,47.0,24.0,12.9,0.0,1003.6,,998.7,
26.0,26.0,21.0,17.0,16.0,14.0,10.0,94.0,66.7,39.0,22.0,12.0,0.0,1005.6,1004.8,1003.6,
27.0,28.0,21.7,15.0,17.0,14.2,12.0,88.0,63.2,44.0,30.0,17.6,9.0,1005.6,1004.2,1002.6,
28.0,34.0,24.5,16.0,22.0,17.5,14.0,100.0,68.8,30.0,20.0,12.1,2.0,1002.6,1000.1,996.7,
29.0,30.0,,20.0,20.0,13.9,9.0,88.0,53.5,28.0,26.0,12.3,0.0,1002.6,1000.6,998.7,
30.0,28.0,24.1,20.0,18.0,14.2,10.0,83.0,56.0,32.0,20.0,10.7,0.0,1005.6,1004.7,1002.6,
31.0,29.0,24.3,20.0,17.0,15.4,13.0,78.0,,42.0,26.0,12.2,0.0,1005.6,1003.4,1000.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,26.0,22.1,19.0,19.0,17.8,14.0,94.0,77.2,60.0,35.0,21.5,11.0,1002.6,1002.2,1001.6,
2.0,25.0,21.2,19.0,20.0,18.5,18.0,94.0,85.0,69.0,22.0,14.8,2.0,1002.6,1001.8,1000.6,
3.0,28.0,23.3,19.0,20.0,15.1,10.0,100.0,63.7,32.0,22.0,11.3,0.0,1003.6,1002.3,1000.6,
4.0,27.0,22.7,20.0,18.0,14.5,9.0,88.0,62.0,34.0,20.0,11.7,4.0,1002.6,1001.4,1000.6,
5.0,27.0,,18.0,18.0,16.0,14.0,83.0,67.2,48.0,22.0,12.8,4.0,1002.6,1001.8,1000.6,
6.0,28.0,22.2,16.0,18.0,15.7,12.0,100.0,,42.0,22.0,12.0,0.0,1004.6,1003.5,1002.6,
7.0,28.0,23.1,17.0,17.0,15.1,13.0,88.0,62.6,39.0,26.0,14.4,4.0,1006.6,,1003.6,
8.0,29.0,,17.0,18.0,15.7,12.0,94.0,64.0,37.0,30.0,16.9,6.0,1006.6,1005.6,1004.6,
9.0,27.0,23.1,19.0,19.0,17.9,16.0,88.0,73.2,58.0,35.0,21.5,7.0,1005.6,1004.3,1002.6,
10.0,24.0,22.2,21.0,19.0,18.6,17.0,88.0,80.1,65.0,37.0,20.7,15.0,998.7,998.5,997.7,
11.0,27.0,22.9,20.0,19.0,17.9,16.0,94.0,,54.0,26.0,14.7,0.0,999.7,,996.7,
12.0,25.0,22.1,18.0,20.0,19.1,18.0,100.0,83.1,69.0,19.0,9.7,0.0,1000.6,999.6,998.7,
13.0,30.0,24.5,21.0,21.0,19.7,17.0,100.0,76.0,45.0,22.0,13.0,2.0,1002.6,,999.7,
14.0,29.0,,21.0,21.0,19.2,15.0,100.0,76.3,42.0,26.0,12.2,2.0,1003.6,1002.4,1000.6,
15.0,28.0,24.4,21.0,21.0,19.8,18.0,94.0,76.3,58.0,31.0,14.3,0.0,1001.6,999.5,998.7,
16.0,29.0,,21.0,22.0,20.1,19.0,94.0,76.8,58.0,30.0,14.3,0.0,999.7,998.4,997.7,
17.0,31.0,25.7,23.0,23.0,20.6,16.0,94.0,75.6,46.0,33.0,17.0,7.0,999.7,998.4,997.7,
18.0,30.0,,23.0,22.0,19.9,16.0,94.0,72.1,51.0,33.0,19.3,7.0,1000.6,1000.1,998.7,
19.0,29.0,24.2,21.0,21.0,19.2,16.0,94.0,,58.0,26.0,13.3,0.0,1000.6,,998.7,
20.0,25.0,23.1,21.0,22.0,18.5,16.0,89.0,75.9,61.0,19.0,6.1,0.0,1000.6,,998.7,
21.0,25.0,22.8,19.0,21.0,19.6,18.0,100.0,,65.0,19.0,7.7,0.0,1001.6,1001.1,999.7,
22.0,31.0,25.7,22.0,21.0,19.9,17.0,94.0,71.8,45.0,30.0,10.1,0.0,1002.6,1001.4,1000.6,
23.0,32.0,25.6,20.0,22.0,19.1,15.0,100.0,70.6,38.0,22.0,10.8,0.0,1003.6,1002.6,1001.6,
24.0,32.0,26.9,19.0,21.0,15.8,14.0,100.0,53.6,33.0,33.0,17.4,4.0,1003.6,1002.2,1000.6,
25.0,31.0,26.4,23.0,22.0,20.3,17.0,94.0,70.9,45.0,30.0,21.3,13.0,1004.6,,1002.6,
26.0,30.0,26.3,22.0,22.0,21.0,19.0,100.0,74.3,51.0,37.0,24.3,9.0,1005.6,1005.0,1004.6,
27.0,31.0,26.5,22.0,22.0,17.7,12.0,89.0,62.0,31.0,33.0,25.0,13.0,1004.6,1002.7,999.7,
28.0,29.0,24.5,19.0,22.0,18.4,14.0,88.0,70.4,42.0,37.0,17.0,2.0,999.7,998.1,996.7,
29.0,27.0,23.5,20.0,19.0,14.9,11.0,78.0,,44.0,39.0,24.1,9.0,1005.6,1002.7,999.7,
30.0,27.0,21.4,15.0,14.0,11.9,10.0,82.0,56.2,36.0,30.0,14.3,2.0,1008.6,1006.8,1005.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,29.0,22.8,16.0,15.0,13.0,12.0,77.0,55.5,37.0,35.0,19.3,7.0,1008.6,1006.7,1004.6,
2.0,30.0,,19.0,19.0,16.5,14.0,88.0,63.5,40.0,33.0,20.7,11.0,1004.6,,999.7,
3.0,31.0,24.9,19.0,21.0,19.3,18.0,94.0,73.0,49.0,28.0,19.5,9.0,1001.6,1000.4,999.7,
4.0,31.0,25.8,21.0,21.0,19.1,14.0,88.0,68.5,37.0,33.0,22.1,9.0,1004.6,1003.7,1002.6,
5.0,30.0,25.4,22.0,21.0,18.3,15.0,94.0,67.3,45.0,35.0,20.4,9.0,1004.6,1002.5,1000.6,
6.0,30.0,,19.0,19.0,17.4,14.0,88.0,66.4,37.0,26.0,13.6,0.0,1000.6,1000.2,999.7,
7.0,31.0,25.5,19.0,19.0,15.9,13.0,88.0,58.5,35.0,30.0,18.0,9.0,1000.6,998.9,996.7,
8.0,33.0,26.2,19.0,20.0,16.1,13.0,83.0,55.4,31.0,28.0,14.4,0.0,1000.6,,995.7,
9.0,32.0,26.8,21.0,20.0,18.2,16.0,88.0,60.6,40.0,22.0,13.8,7.0,1001.6,999.9,997.7,
10.0,28.0,23.8,21.0,21.0,18.8,17.0,88.0,,54.0,33.0,19.9,9.0,997.7,997.1,995.7,
11.0,22.0,20.1,18.0,18.0,17.0,15.0,94.0,82.6,68.0,30.0,15.9,0.0,999.7,996.4,993.7,
12.0,24.0,20.5,15.0,16.0,14.0,7.0,94.0,67.9,40.0,28.0,9.7,4.0,1000.6,999.8,998.7,
13.0,26.0,21.6,15.0,15.0,13.0,11.0,94.0,60.7,39.0,20.0,11.3,4.0,1000.6,999.7,998.7,
14.0,23.0,20.1,17.0,17.0,14.0,11.0,94.0,68.8,50.0,17.0,10.1,2.0,997.7,994.8,993.7,
15.0,23.0,19.9,18.0,18.0,16.4,15.0,94.0,80.7,61.0,20.0,10.9,0.0,998.7,996.8,994.7,
16.0,27.0,21.7,15.0,17.0,15.7,14.0,100.0,71.1,47.0,33.0,16.8,6.0,998.7,997.5,996.7,
17.0,26.0,22.2,19.0,19.0,17.2,16.0,88.0,74.0,57.0,37.0,23.0,13.0,996.7,995.7,994.7,
18.0,27.0,23.3,18.0,18.0,16.3,14.0,94.0,66.9,45.0,28.0,16.3,6.0,1001.6,,996.7,
19.0,30.0,,19.0,18.0,16.8,14.0,94.0,66.7,42.0,39.0,23.2,9.0,1004.6,1003.2,1001.6,
20.0,29.0,24.3,20.0,21.0,18.7,17.0,88.0,,54.0,37.0,25.8,17.0,1005.6,1004.6,1003.6,
21.0,30.0,24.5,19.0,19.0,17.1,13.0,94.0,66.8,37.0,33.0,21.8,9.0,1006.6,1006.3,1005.6,
