Month,max temp,temp,min temp,max dew,dew,min dew,max humidity,humidity,min humidity,max wind speed,wind speed,min wind speed,max pressure,pressure,min pressure,Unnamed: 16
14.0,25.0,22.0,19.0,15.0,14.2,13.0,78.0,,50.0,37.0,27.8,15.0,1003.6,1002.9,1001.6,
15.0,23.0,20.4,18.0,17.0,15.3,13.0,88.0,73.0,64.0,31.0,20.3,9.0,1003.6,1003.0,1001.6,
16.0,27.0,22.1,17.0,17.0,15.3,13.0,94.0,67.3,42.0,30.0,17.0,6.0,1002.6,1000.5,998.7,
17.0,27.0,22.2,17.0,19.0,16.8,13.0,94.0,72.5,44.0,33.0,18.4,6.0,999.7,999.3,998.7,
18.0,29.0,24.1,19.0,20.0,18.1,16.0,94.0,70.9,48.0,33.0,24.3,15.0,998.7,998.3,997.7,
19.0,28.0,24.6,21.0,21.0,19.8,19.0,94.0,75.4,58.0,24.0,18.2,9.0,998.7,998.3,997.7,
20.0,29.0,,22.0,21.0,20.3,19.0,94.0,77.7,62.0,26.0,13.4,2.0,1003.6,1000.8,998.7,
21.0,30.0,23.8,19.0,21.0,18.8,16.0,100.0,75.8,45.0,33.0,18.3,9.0,1004.6,,1003.6,
22.0,30.0,24.3,19.0,20.0,18.4,17.0,100.0,71.8,45.0,37.0,23.9,9.0,1004.6,1002.9,1001.6,
23.0,32.0,25.7,21.0,21.0,19.0,15.0,94.0,69.3,38.0,43.0,27.6,17.0,1001.6,999.7,998.7,
24.0,30.0,,21.0,21.0,18.5,15.0,94.0,,40.0,41.0,27.3,17.0,999.7,998.7,997.7,
25.0,29.0,24.2,19.0,20.0,18.3,17.0,88.0,71.0,51.0,33.0,23.9,11.0,999.7,998.1,996.7,
26.0,30.0,25.0,20.0,21.0,18.8,16.0,100.0,71.3,45.0,28.0,14.6,4.0,999.7,998.5,997.7,
27.0,32.0,25.4,21.0,22.0,20.0,17.0,94.0,74.4,46.0,30.0,14.9,4.0,1001.6,1000.6,999.7,
28.0,31.0,25.6,22.0,22.0,20.5,18.0,100.0,75.9,48.0,30.0,16.3,6.0,1002.6,1001.6,1000.6,
29.0,35.0,26.7,19.0,21.0,17.4,12.0,88.0,61.2,25.0,30.0,16.8,7.0,1003.6,1002.8,1001.6,
30.0,33.0,,21.0,22.0,20.4,18.0,94.0,71.2,43.0,33.0,20.2,13.0,1004.6,,1003.6,
31.0,32.0,26.1,21.0,21.0,20.8,20.0,100.0,,49.0,26.0,17.2,9.0,1003.6,1000.8,997.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,32.0,25.7,20.0,21.0,20.1,19.0,94.0,73.1,46.0,33.0,17.3,4.0,997.7,,996.7,
2.0,31.0,25.1,21.0,20.0,17.4,14.0,94.0,,35.0,37.0,23.6,9.0,1001.6,999.4,997.7,
3.0,30.0,24.4,20.0,18.0,16.5,15.0,83.0,63.4,42.0,37.0,23.0,13.0,1001.6,1000.6,998.7,
4.0,29.0,24.2,19.0,20.0,18.8,18.0,94.0,72.9,55.0,31.0,18.7,9.0,999.7,998.3,996.7,
5.0,30.0,,19.0,19.0,17.9,16.0,94.0,67.9,43.0,33.0,19.4,4.0,998.7,997.8,996.7,
6.0,31.0,25.1,20.0,21.0,19.8,16.0,94.0,74.1,48.0,35.0,19.8,7.0,999.7,999.2,998.7,
7.0,33.0,26.3,22.0,22.0,20.8,16.0,94.0,73.7,45.0,31.0,18.6,7.0,999.7,997.9,996.7,
8.0,29.0,,24.0,23.0,21.8,20.0,89.0,79.0,62.0,39.0,16.8,4.0,996.7,995.6,993.7,
9.0,31.0,26.3,24.0,23.0,21.9,21.0,94.0,77.5,58.0,41.0,27.5,15.0,998.7,995.7,993.7,
10.0,32.0,26.1,22.0,22.0,19.1,11.0,94.0,68.9,29.0,33.0,19.8,4.0,1001.6,,997.7,
11.0,31.0,25.8,21.0,21.0,18.6,14.0,94.0,68.2,35.0,30.0,17.8,7.0,1002.6,1002.1,1001.6,
12.0,33.0,26.2,21.0,22.0,17.8,14.0,88.0,63.6,33.0,31.0,18.3,7.0,1002.6,1001.8,1000.6,
13.0,32.0,25.8,21.0,21.0,19.0,16.0,94.0,68.7,40.0,33.0,18.9,4.0,1003.6,1002.8,1001.6,
14.0,30.0,24.6,21.0,20.0,16.7,11.0,94.0,,35.0,31.0,19.6,4.0,1003.6,1002.8,1001.6,
15.0,30.0,24.1,18.0,17.0,15.7,14.0,83.0,61.3,37.0,31.0,19.9,9.0,1002.6,1001.4,999.7,
16.0,28.0,23.6,19.0,17.0,16.1,12.0,88.0,64.6,37.0,37.0,21.7,11.0,1002.6,1000.6,999.7,
17.0,28.0,23.1,18.0,16.0,15.4,14.0,83.0,63.0,45.0,31.0,20.7,9.0,1002.6,,1000.6,
18.0,28.0,23.1,18.0,19.0,17.3,15.0,88.0,,54.0,30.0,16.5,7.0,1000.6,998.2,996.7,
19.0,31.0,24.0,19.0,20.0,17.6,13.0,94.0,70.0,37.0,28.0,14.9,7.0,996.7,995.3,993.7,
20.0,27.0,22.7,18.0,20.0,16.8,15.0,94.0,71.4,48.0,24.0,10.1,0.0,998.7,996.8,994.7,
21.0,29.0,23.6,20.0,21.0,19.3,17.0,94.0,,58.0,28.0,11.2,0.0,1003.6,1001.4,998.7,
22.0,32.0,24.5,19.0,21.0,19.5,18.0,100.0,75.5,43.0,26.0,12.1,0.0,1004.6,1002.9,1001.6,
23.0,30.0,24.0,19.0,21.0,19.3,18.0,100.0,77.0,48.0,30.0,16.4,2.0,1001.6,1000.6,999.7,
24.0,30.0,24.8,20.0,21.0,19.4,18.0,94.0,,51.0,35.0,19.2,9.0,999.7,998.5,997.7,
25.0,30.0,24.4,19.0,20.0,17.6,13.0,94.0,,35.0,28.0,15.8,7.0,999.7,998.6,997.7,
26.0,31.0,24.3,19.0,20.0,17.4,12.0,94.0,68.3,33.0,28.0,14.3,0.0,1001.6,,999.7,
27.0,31.0,24.4,19.0,18.0,16.8,14.0,94.0,64.9,40.0,22.0,12.7,0.0,1001.6,1000.7,999.7,
28.0,34.0,25.0,18.0,19.0,16.3,14.0,94.0,61.9,34.0,30.0,16.4,6.0,1000.6,999.8,998.7,
29.0,34.0,26.2,21.0,22.0,17.1,11.0,89.0,59.3,34.0,30.0,23.2,13.0,1000.6,1000.1,999.7,
30.0,33.0,26.1,23.0,21.0,20.6,19.0,88.0,73.2,43.0,30.0,18.1,7.0,1001.6,1000.8,999.7,
31.0,31.0,24.7,21.0,20.0,19.4,18.0,94.0,73.4,46.0,30.0,13.4,2.0,1001.6,999.9,998.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,32.0,25.1,19.0,20.0,19.1,18.0,100.0,71.9,43.0,28.0,16.3,9.0,997.7,,993.7,
2.0,32.0,24.9,20.0,21.0,19.7,19.0,100.0,75.3,46.0,30.0,17.1,7.0,1003.6,,994.7,
3.0,32.0,25.4,21.0,22.0,20.9,20.0,94.0,77.2,55.0,26.0,16.6,6.0,1003.6,1003.0,1001.6,
4.0,29.0,23.6,21.0,21.0,19.2,16.0,94.0,77.1,55.0,37.0,17.9,0.0,1006.6,,1002.6,
5.0,26.0,22.4,19.0,18.0,16.3,15.0,88.0,69.3,51.0,24.0,14.4,4.0,1006.6,1004.7,1003.6,
6.0,28.0,22.4,17.0,18.0,16.7,15.0,88.0,71.6,48.0,24.0,10.7,0.0,1003.6,1002.5,1001.6,
7.0,30.0,23.8,19.0,20.0,18.0,17.0,94.0,71.9,48.0,28.0,15.6,7.0,1005.6,1003.5,1002.6,
8.0,29.0,23.8,19.0,21.0,19.4,18.0,94.0,77.8,51.0,31.0,18.2,7.0,1010.5,1007.2,1004.6,
9.0,29.0,24.1,20.0,20.0,18.9,17.0,94.0,73.9,51.0,35.0,23.2,11.0,1010.5,1009.0,1007.6,
10.0,30.0,,18.0,20.0,17.8,16.0,88.0,71.2,45.0,31.0,20.3,11.0,1007.6,,1000.6,
11.0,29.0,23.5,19.0,20.0,19.1,18.0,94.0,76.8,58.0,37.0,23.7,11.0,1001.6,,999.7,
12.0,28.0,24.2,21.0,21.0,19.6,18.0,88.0,75.8,54.0,33.0,23.5,11.0,1004.6,1002.9,1001.6,
13.0,28.0,24.2,22.0,22.0,20.9,19.0,94.0,82.2,65.0,33.0,19.1,7.0,1008.6,1005.8,1003.6,
14.0,30.0,24.7,21.0,21.0,19.5,17.0,94.0,74.6,48.0,37.0,22.3,6.0,1009.5,1008.3,1007.6,
15.0,30.0,24.5,21.0,20.0,18.0,14.0,88.0,69.3,37.0,44.0,26.5,15.0,1008.6,,1006.6,
16.0,29.0,23.8,20.0,19.0,18.5,18.0,88.0,73.1,51.0,39.0,23.9,9.0,1007.6,1005.6,1003.6,
17.0,28.0,23.6,20.0,20.0,18.6,17.0,88.0,,54.0,22.0,12.6,6.0,1003.6,1002.5,1001.6,
18.0,28.0,23.0,19.0,20.0,18.5,17.0,94.0,77.2,54.0,33.0,17.9,6.0,1006.6,1003.9,1002.6,
19.0,26.0,,18.0,19.0,14.6,12.0,88.0,65.5,44.0,35.0,27.7,19.0,1008.6,1007.1,1005.6,
20.0,21.0,20.2,18.0,18.0,15.3,12.0,83.0,73.5,64.0,30.0,22.6,17.0,1006.6,1004.7,1003.6,
21.0,26.0,21.6,19.0,18.0,16.3,15.0,83.0,72.5,54.0,33.0,21.7,0.0,1006.6,,1004.6,
22.0,26.0,21.2,17.0,17.0,15.8,14.0,88.0,71.8,54.0,30.0,16.4,0.0,1007.6,1006.3,1005.6,
23.0,26.0,22.0,19.0,17.0,16.8,16.0,88.0,72.9,57.0,13.0,2.6,0.0,1005.6,1004.1,1002.6,
24.0,30.0,23.4,17.0,18.0,14.8,10.0,88.0,61.9,30.0,13.0,6.8,0.0,1002.6,1001.0,999.7,
25.0,28.0,,21.0,18.0,17.0,15.0,83.0,65.8,45.0,15.0,6.7,0.0,1000.6,998.5,996.7,
26.0,33.0,26.4,20.0,17.0,14.3,12.0,78.0,50.0,28.0,22.0,7.5,0.0,996.7,992.6,988.8,
27.0,28.0,24.5,21.0,19.0,15.1,11.0,78.0,56.9,37.0,39.0,16.6,0.0,1005.6,,991.8,
28.0,30.0,24.3,18.0,17.0,13.8,11.0,78.0,53.6,33.0,13.0,3.8,0.0,1006.6,1005.1,1002.6,
29.0,29.0,22.8,19.0,20.0,17.6,16.0,94.0,74.0,45.0,33.0,10.3,0.0,1002.6,999.5,997.7,
30.0,22.0,19.4,17.0,17.0,14.3,11.0,94.0,,53.0,19.0,9.1,0.0,999.7,998.1,996.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,23.0,19.8,17.0,14.0,10.9,5.0,77.0,,31.0,24.0,7.4,0.0,999.7,998.3,996.7,
2.0,25.0,20.4,15.0,13.0,11.3,8.0,77.0,,34.0,19.0,4.5,0.0,1005.6,1003.0,999.7,
3.0,28.0,21.4,14.0,13.0,10.8,7.0,82.0,53.9,26.0,19.0,5.6,0.0,1006.6,1005.8,1004.6,
4.0,29.0,23.1,15.0,13.0,10.9,9.0,72.0,,30.0,13.0,6.5,0.0,1006.6,1005.7,1005.6,
5.0,34.0,25.8,19.0,18.0,13.8,11.0,68.0,50.0,24.0,13.0,6.1,0.0,1006.6,1005.2,1004.6,
6.0,33.0,26.5,21.0,19.0,15.2,12.0,88.0,52.9,28.0,13.0,6.1,0.0,1003.6,1002.8,1001.6,
7.0,33.0,25.9,22.0,20.0,17.3,11.0,78.0,61.3,26.0,20.0,8.9,2.0,1003.6,1002.0,1000.6,
8.0,28.0,22.1,17.0,18.0,16.3,14.0,100.0,71.6,42.0,33.0,11.9,0.0,1002.6,,998.7,
9.0,21.0,18.1,16.0,17.0,15.2,14.0,94.0,83.7,64.0,17.0,8.0,0.0,1005.6,1003.4,1000.6,
10.0,21.0,,16.0,16.0,15.1,14.0,94.0,83.3,68.0,24.0,9.6,0.0,1006.6,,1005.6,
11.0,25.0,19.4,15.0,16.0,14.7,12.0,100.0,76.3,53.0,19.0,6.0,0.0,1005.6,1004.9,1003.6,
12.0,26.0,20.4,14.0,17.0,15.1,12.0,100.0,,42.0,13.0,7.3,0.0,1003.6,1002.1,1000.6,
13.0,31.0,21.9,16.0,18.0,15.2,12.0,94.0,69.5,33.0,35.0,8.7,0.0,1000.6,998.1,994.7,
14.0,24.0,21.2,18.0,18.0,15.8,14.0,94.0,,53.0,31.0,9.7,0.0,1006.6,,1000.6,
15.0,26.0,20.5,15.0,16.0,14.4,13.0,94.0,,44.0,13.0,3.1,0.0,1008.6,1006.9,1005.6,
16.0,26.0,20.8,16.0,16.0,13.6,11.0,94.0,65.9,39.0,15.0,2.1,0.0,1005.6,1003.6,1001.6,
17.0,27.0,,19.0,17.0,12.4,7.0,88.0,56.1,32.0,30.0,10.3,0.0,1003.6,1000.7,998.7,
18.0,20.0,17.8,15.0,18.0,16.2,14.0,100.0,90.6,77.0,33.0,18.6,0.0,1006.6,1003.9,1002.6,
19.0,17.0,15.2,14.0,14.0,12.3,11.0,94.0,83.1,72.0,26.0,13.2,0.0,1012.5,1010.6,1006.6,
20.0,17.0,15.7,14.0,15.0,13.6,12.0,100.0,87.3,77.0,30.0,19.0,0.0,1011.5,1011.1,1010.5,
21.0,22.0,,16.0,16.0,14.8,14.0,94.0,81.8,60.0,35.0,22.8,15.0,1011.5,,1009.5,
22.0,22.0,18.5,14.0,17.0,15.3,13.0,100.0,82.7,69.0,28.0,13.8,0.0,1011.5,1010.5,1009.5,
23.0,22.0,17.7,14.0,17.0,15.6,13.0,100.0,88.2,73.0,11.0,4.3,0.0,1010.5,1009.1,1006.6,
24.0,21.0,,15.0,18.0,16.6,15.0,100.0,92.2,78.0,13.0,4.9,0.0,1006.6,,1003.6,
25.0,27.0,20.0,14.0,18.0,15.4,13.0,100.0,77.1,45.0,13.0,3.7,0.0,1003.6,1001.6,999.7,
26.0,22.0,19.0,16.0,18.0,16.1,15.0,100.0,,68.0,20.0,7.4,0.0,1003.6,1002.0,999.7,
27.0,23.0,17.4,12.0,17.0,15.3,12.0,100.0,88.3,69.0,26.0,12.1,0.0,1003.6,1003.0,1001.6,
28.0,23.0,19.6,18.0,18.0,17.2,17.0,94.0,86.3,69.0,19.0,10.7,0.0,1004.6,1002.9,1001.6,
29.0,16.0,16.0,16.0,14.0,14.0,14.0,88.0,88.0,88.0,11.0,11.0,11.0,1005.6,1005.6,1005.6,
30.0,20.0,15.4,13.0,16.0,13.2,11.0,100.0,87.3,68.0,37.0,6.4,0.0,1006.6,1005.0,1002.6,
31.0,16.0,13.2,11.0,11.0,9.0,7.0,88.0,76.3,63.0,20.0,10.1,0.0,1008.6,1006.9,1004.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,15.0,12.4,8.0,12.0,7.4,5.0,94.0,72.6,55.0,26.0,9.3,0.0,1011.5,1008.4,1004.6,
2.0,17.0,11.5,6.0,8.0,6.6,4.0,93.0,74.0,42.0,6.0,0.4,0.0,1011.5,1010.7,1009.5,
3.0,16.0,12.4,8.0,11.0,8.9,6.0,93.0,80.0,63.0,7.0,0.7,0.0,1010.5,1008.2,1006.6,
4.0,17.0,13.7,12.0,12.0,11.5,11.0,100.0,87.2,68.0,22.0,10.3,0.0,1010.5,1007.8,1006.6,
5.0,17.0,14.5,12.0,15.0,12.7,11.0,100.0,89.5,77.0,31.0,14.6,0.0,1011.5,1010.5,1009.5,
6.0,18.0,14.8,13.0,13.0,11.6,10.0,94.0,,64.0,28.0,18.8,7.0,1015.5,,1011.5,
7.0,15.0,12.4,10.0,12.0,10.1,8.0,100.0,86.8,67.0,19.0,11.4,0.0,1018.5,,1015.5,
8.0,12.0,11.7,11.0,11.0,10.6,10.0,94.0,93.5,88.0,15.0,12.8,9.0,1017.5,1016.6,1015.5,
9.0,19.0,14.8,11.0,14.0,11.8,10.0,94.0,83.7,64.0,26.0,14.2,0.0,1011.5,1010.9,1009.5,
10.0,17.0,14.7,12.0,14.0,12.4,12.0,100.0,,72.0,30.0,21.0,11.0,1014.5,1012.6,1011.5,
11.0,17.0,14.1,13.0,13.0,11.3,9.0,94.0,83.8,72.0,30.0,21.0,15.0,1014.5,1014.2,1013.5,
12.0,18.0,13.7,10.0,11.0,9.7,9.0,94.0,77.8,56.0,24.0,16.3,6.0,1014.5,1013.7,1012.5,
13.0,18.0,13.6,11.0,11.0,9.7,9.0,88.0,77.9,59.0,19.0,13.4,7.0,1013.5,1012.1,1011.5,
14.0,14.0,12.8,11.0,11.0,10.1,9.0,94.0,83.8,77.0,22.0,12.2,0.0,1012.5,1011.5,1010.5,
15.0,15.0,11.7,9.0,10.0,9.0,8.0,94.0,84.1,67.0,19.0,5.8,0.0,1012.5,1011.8,1011.5,
16.0,16.0,11.1,7.0,9.0,8.2,6.0,100.0,,55.0,17.0,4.9,0.0,1011.5,1010.4,1009.5,
17.0,18.0,11.1,6.0,10.0,8.0,5.0,100.0,82.9,52.0,22.0,9.0,0.0,1014.5,1012.5,1010.5,
18.0,14.0,11.0,7.0,12.0,8.9,6.0,100.0,87.3,77.0,31.0,15.1,0.0,1014.5,,1013.5,
19.0,14.0,11.9,11.0,9.0,7.0,4.0,88.0,,62.0,41.0,28.6,17.0,1014.5,1011.3,1007.6,
20.0,14.0,10.8,9.0,8.0,6.4,5.0,93.0,74.5,58.0,30.0,19.6,11.0,1007.6,1005.1,1003.6,
21.0,13.0,9.9,9.0,9.0,8.2,8.0,100.0,89.1,72.0,26.0,15.8,0.0,1015.5,1011.7,1007.6,
22.0,11.0,9.2,7.0,9.0,7.3,6.0,94.0,88.1,82.0,28.0,15.3,0.0,1019.4,1018.3,1015.5,
23.0,14.0,9.0,6.0,6.0,5.0,3.0,93.0,,54.0,22.0,9.4,0.0,1018.5,,1012.5,
24.0,13.0,8.3,3.0,8.0,5.3,2.0,100.0,82.3,63.0,22.0,10.9,0.0,1012.5,1011.9,1010.5,
25.0,14.0,10.5,8.0,9.0,5.8,4.0,100.0,73.7,51.0,33.0,20.6,7.0,1013.5,1012.2,1011.5,
26.0,14.0,9.3,6.0,7.0,5.2,3.0,87.0,76.8,55.0,24.0,11.2,0.0,1013.5,,1011.5,
27.0,16.0,9.9,5.0,7.0,4.7,1.0,93.0,72.7,36.0,19.0,7.6,0.0,1012.5,1010.5,1008.6,
28.0,16.0,,5.0,6.0,4.0,1.0,93.0,68.8,36.0,13.0,2.0,0.0,1009.5,1008.3,1007.6,
29.0,17.0,,6.0,4.0,2.4,0.0,87.0,57.5,34.0,4.0,0.2,0.0,1008.6,1007.3,1005.6,
30.0,17.0,10.2,6.0,10.0,4.4,0.0,94.0,69.5,36.0,31.0,12.7,0.0,1007.6,1005.2,1003.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,9.0,7.2,6.0,7.0,5.4,4.0,93.0,88.5,81.0,30.0,21.0,11.0,1009.5,1008.4,1007.6,
2.0,8.0,,6.0,6.0,5.1,4.0,93.0,,81.0,24.0,18.0,11.0,1011.5,1010.2,1009.5,
3.0,14.0,10.1,8.0,9.0,8.0,6.0,100.0,,67.0,15.0,9.1,2.0,1011.5,1009.2,1006.6,
4.0,18.0,10.6,4.0,10.0,7.5,4.0,100.0,83.0,52.0,20.0,8.7,0.0,1006.6,1005.1,1003.6,
5.0,15.0,10.1,5.0,12.0,8.3,5.0,100.0,,67.0,20.0,15.0,9.0,1007.6,1006.2,1004.6,
6.0,16.0,11.5,9.0,11.0,9.5,8.0,100.0,88.8,68.0,31.0,13.2,0.0,1008.6,1007.5,1006.6,
7.0,15.0,,9.0,9.0,8.2,8.0,93.0,82.8,63.0,24.0,17.1,6.0,1006.6,1003.0,999.7,
8.0,15.0,11.7,9.0,11.0,9.1,7.0,100.0,84.7,72.0,28.0,7.5,0.0,1005.6,1002.0,999.7,
9.0,19.0,11.4,7.0,10.0,7.7,6.0,100.0,,45.0,15.0,5.7,0.0,1007.6,1006.6,1005.6,
10.0,18.0,15.0,11.0,7.0,6.0,5.0,76.0,55.7,45.0,24.0,7.6,0.0,1005.6,1002.1,998.7,
11.0,16.0,13.6,11.0,10.0,7.9,5.0,88.0,,52.0,28.0,12.3,2.0,999.7,998.2,996.7,
12.0,16.0,12.3,9.0,11.0,7.7,5.0,94.0,73.7,59.0,19.0,8.0,2.0,997.7,,991.8,
13.0,15.0,13.7,12.0,12.0,10.4,9.0,94.0,81.0,67.0,26.0,9.0,2.0,994.7,,992.7,
14.0,14.0,12.9,12.0,12.0,12.0,12.0,100.0,94.4,88.0,35.0,27.8,19.0,997.7,994.8,993.7,
15.0,12.0,9.9,8.0,11.0,9.1,8.0,100.0,95.1,93.0,35.0,26.6,15.0,1010.5,1004.5,998.7,
16.0,9.0,9.0,8.0,8.0,8.0,8.0,100.0,93.3,93.0,24.0,13.8,7.0,1014.5,1012.8,1010.5,
17.0,10.0,9.2,9.0,9.0,8.1,8.0,94.0,92.1,87.0,22.0,15.0,11.0,1014.5,1014.0,1013.5,
18.0,10.0,9.0,8.0,8.0,6.6,5.0,93.0,85.2,76.0,22.0,16.6,11.0,1016.5,1015.0,1014.5,
19.0,11.0,8.5,7.0,7.0,5.6,5.0,87.0,81.9,71.0,22.0,11.0,2.0,1017.5,1016.5,1015.5,
20.0,12.0,7.8,5.0,7.0,5.7,4.0,100.0,86.8,62.0,26.0,16.0,7.0,1016.5,,1014.5,
21.0,9.0,7.6,6.0,6.0,4.9,3.0,93.0,83.2,66.0,26.0,17.7,7.0,1016.5,1015.5,1014.5,
22.0,9.0,6.3,4.0,5.0,3.7,3.0,93.0,83.3,66.0,22.0,14.2,7.0,1015.5,1014.9,1014.5,
23.0,8.0,5.9,1.0,4.0,2.9,1.0,100.0,,71.0,11.0,6.8,2.0,1014.5,1012.3,1010.5,
24.0,14.0,10.6,8.0,8.0,5.7,3.0,82.0,72.0,59.0,28.0,13.7,4.0,1010.5,1008.3,1005.6,
25.0,17.0,12.7,8.0,10.0,6.9,5.0,87.0,68.5,52.0,28.0,13.2,2.0,1005.6,,1002.6,
26.0,18.0,15.0,13.0,10.0,9.0,8.0,77.0,,56.0,22.0,13.2,4.0,1007.6,1004.6,1003.6,
27.0,19.0,14.1,10.0,11.0,8.7,6.0,88.0,71.2,49.0,13.0,5.9,2.0,1008.6,1006.8,1004.6,
28.0,15.0,12.8,10.0,9.0,6.6,5.0,82.0,66.3,51.0,26.0,9.4,2.0,1004.6,1002.9,1001.6,
29.0,17.0,13.2,8.0,9.0,6.1,4.0,82.0,62.5,48.0,30.0,13.8,2.0,1007.6,1005.0,1003.6,
30.0,19.0,,7.0,8.0,6.2,4.0,87.0,,42.0,24.0,9.7,2.0,1007.6,1006.6,1005.6,
31.0,19.0,13.4,9.0,8.0,6.2,4.0,87.0,63.4,40.0,20.0,8.4,2.0,1005.6,,1001.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,14.0,12.0,9.0,10.0,8.1,6.0,94.0,77.8,59.0,33.0,9.3,0.0,1008.6,1004.9,1001.6,
2.0,18.0,,4.0,7.0,5.5,4.0,100.0,71.4,42.0,15.0,8.0,4.0,1012.5,1010.9,1009.5,
3.0,16.0,11.4,7.0,7.0,5.1,4.0,82.0,66.0,48.0,13.0,6.6,2.0,1010.5,1009.8,1009.5,
4.0,18.0,12.7,8.0,6.0,4.4,3.0,76.0,58.3,42.0,19.0,6.3,0.0,1009.5,1005.4,999.7,
5.0,16.0,,10.0,10.0,7.4,4.0,88.0,67.3,51.0,35.0,15.7,4.0,1007.6,1002.8,999.7,
6.0,15.0,10.8,7.0,7.0,5.3,4.0,93.0,70.0,48.0,17.0,6.3,0.0,1011.5,,1008.6,
7.0,16.0,12.3,8.0,8.0,6.0,4.0,76.0,,55.0,30.0,14.1,2.0,1009.5,,1004.6,
8.0,19.0,14.9,10.0,9.0,7.5,6.0,82.0,61.9,46.0,35.0,14.3,0.0,1005.6,1002.5,999.7,
9.0,16.0,,9.0,9.0,8.5,8.0,100.0,81.4,59.0,30.0,19.7,2.0,1005.6,,999.7,
10.0,9.0,8.4,8.0,8.0,7.9,7.0,100.0,95.9,93.0,26.0,19.2,4.0,1008.6,,1003.6,
11.0,19.0,14.2,9.0,13.0,10.7,8.0,100.0,,64.0,28.0,12.5,2.0,1004.6,1002.7,1001.6,
12.0,19.0,14.1,9.0,13.0,10.6,9.0,100.0,,52.0,46.0,14.4,2.0,1003.6,,991.8,
13.0,10.0,7.0,5.0,8.0,5.2,4.0,100.0,88.5,76.0,37.0,17.3,6.0,997.7,994.8,990.8,
14.0,5.0,,2.0,5.0,2.1,0.0,100.0,85.4,70.0,19.0,10.9,4.0,998.7,997.4,996.7,
15.0,5.0,3.1,1.0,2.0,-0.2,-2.0,100.0,80.0,65.0,20.0,9.5,4.0,1004.6,1001.3,997.7,
16.0,4.0,,0.0,1.0,-0.3,-3.0,100.0,84.5,70.0,20.0,12.4,7.0,1000.6,997.6,995.7,
17.0,1.0,-0.1,-2.0,1.0,-1.2,-3.0,100.0,,86.0,37.0,21.5,6.0,1005.6,980.4,0.0,
18.0,1.0,-2.0,-5.0,-2.0,-4.4,-7.0,100.0,84.6,64.0,15.0,7.1,2.0,1011.5,1008.9,1005.6,
19.0,2.0,-1.9,-6.0,-1.0,-4.0,-8.0,100.0,,65.0,15.0,8.0,2.0,1013.5,1012.2,1011.5,
20.0,6.0,,-4.0,-1.0,-2.8,-5.0,93.0,71.9,49.0,19.0,12.2,0.0,1016.5,,1013.5,
21.0,10.0,7.6,5.0,2.0,0.0,-2.0,70.0,59.7,43.0,22.0,14.0,4.0,1016.5,1015.3,1014.5,
22.0,14.0,10.7,8.0,4.0,3.2,2.0,71.0,60.0,48.0,24.0,12.7,7.0,1014.5,1012.1,1009.5,
23.0,16.0,12.1,10.0,6.0,4.2,3.0,67.0,59.0,45.0,22.0,13.1,6.0,1009.5,1006.2,1002.6,
24.0,15.0,12.4,10.0,9.0,5.8,4.0,94.0,,58.0,35.0,17.3,4.0,1002.6,999.8,998.7,
25.0,16.0,12.7,9.0,9.0,6.6,4.0,94.0,68.2,48.0,41.0,21.3,9.0,999.7,996.0,992.7,
26.0,14.0,12.3,10.0,11.0,8.2,6.0,94.0,77.4,59.0,28.0,9.5,2.0,998.7,995.6,990.8,
27.0,16.0,6.6,2.0,8.0,3.6,1.0,93.0,83.0,52.0,30.0,17.0,6.0,994.7,989.0,984.8,
28.0,6.0,,1.0,1.0,-1.0,-4.0,100.0,76.7,57.0,19.0,10.6,2.0,1002.6,999.9,994.7,
29.0,9.0,5.9,1.0,2.0,-0.8,-4.0,81.0,63.0,53.0,31.0,18.8,2.0,1002.6,1000.2,997.7,
30.0,10.0,8.4,7.0,8.0,4.5,1.0,93.0,77.3,57.0,28.0,15.3,6.0,996.7,990.6,985.8,
31.0,15.0,10.1,4.0,7.0,5.1,3.0,100.0,73.3,45.0,22.0,10.6,2.0,999.7,997.3,994.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
